question_id,question,answer1_id,answer1,answer2_id,answer2
015c99b411cef291d31cd5543c7ae957edebe6b4, what is the scimitar? ,015c99b411cef291d31cd5543c7ae957edebe6b4, the collision leaves both ships heavily damaged and destroys the scimitar's primary weapons. ,015c99b411cef291d31cd5543c7ae957edebe6b4, the collision leaves both ships heavily damaged and destroys the scimitar s primary weapons. 
015c99b411cef291d31cd5543c7ae957edebe6b4, why does shinzon activate the thalaron weapon? ,015c99b411cef291d31cd5543c7ae957edebe6b4, to assure their mutual destruction  shinzon activates the thalaron weapon. ,015c99b411cef291d31cd5543c7ae957edebe6b4, to assure their mutual destruction shinzon activates the thalaron weapon. 
015c99b411cef291d31cd5543c7ae957edebe6b4, how does shinzon die? ,015c99b411cef291d31cd5543c7ae957edebe6b4, on arrival  they learn shinzon is a clone of picard  secretly created by romulans to plant a high ranking spy into the federation  but the project was abandoned and shinzon left on remus as a child to die as a slave. ,015c99b411cef291d31cd5543c7ae957edebe6b4, on arrival they learn shinzon is a clone of picard secretly created by romulans to plant a high ranking spy into the federation but the project was abandoned and shinzon left on remus as a child to die as a slave. 
015c99b411cef291d31cd5543c7ae957edebe6b4, why does the enterprise travel to earth? ,015c99b411cef291d31cd5543c7ae957edebe6b4, the enterprise returns to earth for repairs. ,015c99b411cef291d31cd5543c7ae957edebe6b4, the enterprise returns to earth for repairs. 
015c99b411cef291d31cd5543c7ae957edebe6b4, how does dr. crusher treat shinzon? ,015c99b411cef291d31cd5543c7ae957edebe6b4, dr. crusher discovers that shinzon is aging rapidly due to being a clone and the only possible means to stop it is a transfusion of picard s own blood. ,015c99b411cef291d31cd5543c7ae957edebe6b4, dr. crusher discovers that shinzon is aging rapidly due to being a clone and the only possible means to stop it is a transfusion of picard's own blood. 
015c99b411cef291d31cd5543c7ae957edebe6b4, what do riker and troy hope to accomplish on betazed? ,015c99b411cef291d31cd5543c7ae957edebe6b4, meanwhile  the crew of the uss enterprise e prepares to bid farewell to first officer commander william riker and counselor deanna troi  who are being married on betazed. ,015c99b411cef291d31cd5543c7ae957edebe6b4, meanwhile the crew of the uss enterprise e prepares to bid farewell to first officer commander william riker and counselor deanna troi who are being married on betazed. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is lisbeth's nickname? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, how did lisbeth get her long skirt? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, after her mother's death lisbeth (given the nickname longskirt or sidsăśrk in the original norwegian because of her much too long skirt a christmas present given her by her brother) as she moves from her original home at new ridge farm (called peerout castle for its fine view of the valley) to hoel farm one of the central farms of the area. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is lisbeth's job on the farm? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother jacob also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is jacob's relationship to lisbeth? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother jacob also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, how did lisbeth get her nickname? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter lisbeth meets two other herdsmen from neighboring farms and spends the summer with them getting to know them as she grows up. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what happened that made lisbeth move to hoel farm? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what was new ridge farm also known as? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, after her mother's death lisbeth (given the nickname longskirt or sidsăśrk in the original norwegian because of her much too long skirt a christmas present given her by her brother) as she moves from her original home at new ridge farm (called peerout castle for its fine view of the valley) to hoel farm one of the central farms of the area. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, after her mother s death  lisbeth ( given the nickname longskirt  or sidsăśrk in the original norwegian  because of her much too long skirt  a christmas present given her by her brother ) as she moves from her original home at new ridge farm ( called peerout castle for its fine view of the valley )  to hoel farm  one of the central farms of the area. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is the seter? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter  lisbeth meets two other herdsmen from neighboring farms  and spends the summer with them  getting to know them as she grows up. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter lisbeth meets two other herdsmen from neighboring farms and spends the summer with them getting to know them as she grows up. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, when does lisbeth go to the seter? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter lisbeth meets two other herdsmen from neighboring farms and spends the summer with them getting to know them as she grows up. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter  lisbeth meets two other herdsmen from neighboring farms  and spends the summer with them  getting to know them as she grows up. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, jacob goes to nordrum farm to become what? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother jacob also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is lisbeth's nickname? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is the name for a mountain pasture that herdsmen use during the summer? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother jacob also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is lisbeth's brother's name? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797," ""what is the alternative name for lisbeth's childhood home ",019a9611dd8e1b822bd0a58f075cc4a30bdd0797, the story follows its title heroine from childhood to confirmation. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797," ""who gave lisbeth her christmas present ",019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter lisbeth meets two other herdsmen from neighboring farms and spends the summer with them getting to know them as she grows up. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, why do lisbeth and her brother move away from their childhood home? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, the story follows its title heroine from childhood to confirmation. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, kjersti hoel takes care of lisbeth when she comes to his farm. what made him feel obligated to take care of her? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, lisbeth works on hoel farm. what does she work with? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797," ""besides working ",019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother jacob also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, who is jacob to lisbeth? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother jacob also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, where does lisbeth get her nickname? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter lisbeth meets two other herdsmen from neighboring farms and spends the summer with them getting to know them as she grows up. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, where did the skirt come from? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother jacob also goes to nordrum farm to become a herdsman there. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is lisbeth's home called? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is lisbeth's brother's name? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what job does lisbeth's brother take? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother jacob also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what is the name of the farm lisbeth moves to? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter  lisbeth meets two other herdsmen from neighboring farms  and spends the summer with them  getting to know them as she grows up. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, who owns the farm? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother jacob also goes to nordrum farm to become a herdsman there. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, her brother  jacob  also goes to nordrum farm to become a herdsman there. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, what job does lisbeth have at the farm? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter  lisbeth meets two other herdsmen from neighboring farms  and spends the summer with them  getting to know them as she grows up. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, why does the farm owner take care of lisbeth? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel  lisbeth is cared for by kjersti hoel  the farm s owner  who has made a promise to lisbeth s mother before she died. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at hoel lisbeth is cared for by kjersti hoel the farm's owner who has made a promise to lisbeth's mother before she died. 
019a9611dd8e1b822bd0a58f075cc4a30bdd0797, who does lisbeth meet in the seter? ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter  lisbeth meets two other herdsmen from neighboring farms  and spends the summer with them  getting to know them as she grows up. ,019a9611dd8e1b822bd0a58f075cc4a30bdd0797, at the seter lisbeth meets two other herdsmen from neighboring farms and spends the summer with them getting to know them as she grows up. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, who did jim morrison see dying on a desert highway in 1949? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the film opens during the recording of jim's an american prayer and quickly moves to a childhood memory of his family driving along a desert highway in 1949 where a young jim sees an elderly native american dying by the roadside. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, during the credits the band is shown recording the song l.a. woman in the studio.the film opens during the recording of jim s an american prayer and quickly moves to a childhood memory of his family driving along a desert highway in 1949  where a young jim sees an elderly native american dying by the roadside. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, in which u.s. state did jim morrison arrive in 1965? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, in 1965 jim arrives in california and is assimilated into the venice beach culture. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, in 1965  jim arrives in california and is assimilated into the venice beach culture. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, at what school did jim morrison study? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits  the screen whites out and text appears saying jim morrison is said to have died of heart failure. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits the screen whites out and text appears saying jim morrison is said to have died of heart failure. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, who was jim morrison's girlfriend during his days at ucla? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits  the screen whites out and text appears saying jim morrison is said to have died of heart failure. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits the screen whites out and text appears saying jim morrison is said to have died of heart failure. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, why did jim morrison invite his classmates to death valley? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits  the screen whites out and text appears saying jim morrison is said to have died of heart failure. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits the screen whites out and text appears saying jim morrison is said to have died of heart failure. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what was jim morrison's nickname as his band became more popular? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits  the screen whites out and text appears saying jim morrison is said to have died of heart failure. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits the screen whites out and text appears saying jim morrison is said to have died of heart failure. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, who was a rock journalist with whom jim participated in witchcraft? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, jim meets patricia kennealy a rock journalist involved in witchcraft and participates with her in mystical ceremonies. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, jim meets patricia kennealy  a rock journalist involved in witchcraft  and participates with her in mystical ceremonies. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6," ""what criminal charges did jim have brought against him at in miami ",01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the incident is a low point for the band  resulting in criminal charges against jim  cancellations of shows  breakdowns in jim s personal relationships  and resentment from the other band members. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, patricia tells jim that she is pregnant with his child but jim convinces her to have an abortion. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, who was pregnant with jim morrison's child? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, patricia tells jim that she is pregnant with his child but jim convinces her to have an abortion. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, patricia tells jim that she is pregnant with his child but jim convinces her to have an abortion. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, where did pamela courson find jim morrison dead in 1971? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits  the screen whites out and text appears saying jim morrison is said to have died of heart failure. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits the screen whites out and text appears saying jim morrison is said to have died of heart failure. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what is the name of the night club in los angeles where the doors grew their fan base? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, returning to los angeles they play several shows at the famous nightclub whisky a go go and develop a rabid fan base. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, returning to los angeles  they play several shows at the famous nightclub whisky a go go and develop a rabid fan base. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what self image does jim become increasingly obsessed with? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, as the doors become hugely successful  jim becomes increasingly infatuated with his own image as the lizard king and degenerates into alcoholism and drugs. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, as the doors become hugely successful jim becomes increasingly infatuated with his own image as the lizard king and degenerates into alcoholism and drugs. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what did jim do during a miami concert that was thought to be a low point for the band? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the incident is a low point for the band  resulting in criminal charges against jim  cancellations of shows  breakdowns in jim s personal relationships  and resentment from the other band members. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the incident is a low point for the band resulting in criminal charges against jim cancellations of shows breakdowns in jim's personal relationships and resentment from the other band members. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6," ""by first name ",01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, an elder spirit watches these events. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, an elder spirit watches these events. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, how old was jim morrison at his death? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits the screen whites out and text appears saying jim morrison is said to have died of heart failure. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, just before the credits  the screen whites out and text appears saying jim morrison is said to have died of heart failure. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what was jim's cause of death? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the rest of the band grows weary of jim's missed recording sessions and absences at concerts. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the incident is a low point for the band resulting in criminal charges against jim cancellations of shows breakdowns in jim's personal relationships and resentment from the other band members. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what gift does jim give his band mates at his last visit with them at ray's party? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, jim visits his fellow doors members one final time attending a party thrown by ray where he wishes the band luck in their future endeavors and gives them all a copy of an american prayer. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, jim visits his fellow doors members one final time  attending a party thrown by ray where he wishes the band luck in their future endeavors and gives them all a copy of an american prayer. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what is jim's reaction to patricia's news she is pregnant? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the rest of the band grows weary of jim's missed recording sessions and absences at concerts. ,127e1efe32b11e606a0c8f49a2399abb4a52f9d9, bess discovers she is pregnant with raleigh's child and after telling him the news she pleads with him to leave. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what school does jim attend in california? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, in 1965 jim arrives in california and is assimilated into the venice beach culture. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, in 1965  jim arrives in california and is assimilated into the venice beach culture. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, who is pamela courson to jim? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, patricia tells jim that she is pregnant with his child but jim convinces her to have an abortion. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, patricia tells jim that she is pregnant with his child but jim convinces her to have an abortion. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what does jim convince his bandmates to do? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, jim convinces his bandmates to travel to death valley and experience the effects of psychedelic drugs. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, jim convinces his bandmates to travel to death valley and experience the effects of psychedelic drugs. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6," ""after becoming a success ",01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, an elder spirit watches these events. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, an elder spirit watches these events. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what does jim participate in with patricia? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, patricia tells jim that she is pregnant with his child but jim convinces her to have an abortion. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, patricia tells jim that she is pregnant with his child but jim convinces her to have an abortion. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what ultimately causes a downfall for the band? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, during the credits  the band is shown recording the song l.a. woman in the studio. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the incident is a low point for the band resulting in criminal charges against jim cancellations of shows breakdowns in jim's personal relationships and resentment from the other band members. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what was the verdict in jim's case? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the rest of the band grows weary of jim's missed recording sessions and absences at concerts. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the incident is a low point for the band resulting in criminal charges against jim cancellations of shows breakdowns in jim's personal relationships and resentment from the other band members. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what do jim and patricia do when they find out she is pregnant? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, patricia tells jim that she is pregnant with his child but jim convinces her to have an abortion. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, patricia tells jim that she is pregnant with his child but jim convinces her to have an abortion. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, where does pam find jim is dead? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, he was 27. pam joined him three years later. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, he was 27. pam joined him three years later. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, what was the alleged cause of jim's death? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the rest of the band grows weary of jim's missed recording sessions and absences at concerts. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the incident is a low point for the band resulting in criminal charges against jim cancellations of shows breakdowns in jim's personal relationships and resentment from the other band members. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, where does jim meet eh eventual members of their band? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the incident is a low point for the band  resulting in criminal charges against jim  cancellations of shows  breakdowns in jim s personal relationships  and resentment from the other band members. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, the incident is a low point for the band resulting in criminal charges against jim cancellations of shows breakdowns in jim's personal relationships and resentment from the other band members. 
01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, whats does jim do when he attends a party thrown by his bandmates for a final time? ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, jim convinces his bandmates to travel to death valley and experience the effects of psychedelic drugs. ,01a4a870914fd148e2fd4e55ccbc9a3595f6bab6, jim convinces his bandmates to travel to death valley and experience the effects of psychedelic drugs. 
01aa10d75658840a478ede17631dba875651c370, what is the name of the document discussed in this article? ,01aa10d75658840a478ede17631dba875651c370, in the document the universal house of justice asserts that world peace is possible and is now within reach for the first time in human history. ,1e04f3b20834b9f38a91ef92cbceb5c666896615, various theories are discussed by the perplexed astronauts: hallucinations? 
01aa10d75658840a478ede17631dba875651c370, what does the universal house of justice say is possible for the first time in human history? ,01aa10d75658840a478ede17631dba875651c370, in the document the universal house of justice asserts that world peace is possible and is now within reach for the first time in human history. ,01aa10d75658840a478ede17631dba875651c370, it then calls for the leaders of the world to gather and deliberate on the problem for the full support of the united nations and the willing assent of all people for that process of deliberation.in the document  the universal house of justice asserts that world peace is possible and is now within reach for the first time in human history. 
01aa10d75658840a478ede17631dba875651c370, what is one problem that the universal house of justice says must be addressed? ,01aa10d75658840a478ede17631dba875651c370, in the document the universal house of justice asserts that world peace is possible and is now within reach for the first time in human history. ,01aa10d75658840a478ede17631dba875651c370, the underlying problems that must be addressed include : racism and discrimination based on race  gender and religious belief the inordinate disparity between the rich and the poor unbridled nationalism religious strife the inequality between men and women the lack of educational opportunity for many around the world a fundamental lack of communication between peoples the universal house of justice goes on to say that peace must be founded on the understanding that mankind is essentially one human family. 
01aa10d75658840a478ede17631dba875651c370, the universal house of justice calls for the support of who? ,01aa10d75658840a478ede17631dba875651c370, in the document the universal house of justice asserts that world peace is possible and is now within reach for the first time in human history. ,01aa10d75658840a478ede17631dba875651c370, it then calls for the leaders of the world to gather and deliberate on the problem for the full support of the united nations and the willing assent of all people for that process of deliberation.in the document  the universal house of justice asserts that world peace is possible and is now within reach for the first time in human history. 
01aa10d75658840a478ede17631dba875651c370, human beings are the creation of who? ,01aa10d75658840a478ede17631dba875651c370, the statement presents a contrary argument that the human race has been developing and maturing through its history that human beings are fundamentally spiritual in nature and are the creation of god. ,01aa10d75658840a478ede17631dba875651c370, the statement presents a contrary argument that the human race has been developing and maturing through its history  that human beings are fundamentally spiritual in nature and are the creation of god. 
01aa10d75658840a478ede17631dba875651c370, who is quoted in the universal house of justice? ,01aa10d75658840a478ede17631dba875651c370, in the document the universal house of justice asserts that world peace is possible and is now within reach for the first time in human history. ,01aa10d75658840a478ede17631dba875651c370, it is the universal house of justice’s contention that source of religious strife does not lie with the different religions themselves  but rather with the negligence of humanity and the  imposition of erroneous interpretations. 
01aa10d75658840a478ede17631dba875651c370, the universal house of justice says that peace cannot happen without what? ,01aa10d75658840a478ede17631dba875651c370, in the document the universal house of justice asserts that world peace is possible and is now within reach for the first time in human history. ,01aa10d75658840a478ede17631dba875651c370, it then calls for the leaders of the world to gather and deliberate on the problem for the full support of the united nations and the willing assent of all people for that process of deliberation.in the document  the universal house of justice asserts that world peace is possible and is now within reach for the first time in human history. 
01aa10d75658840a478ede17631dba875651c370, what does peace need to be founded on? ,01502137e4276712d118bd4bdaf481c89aed163b, he tells her that micky needs both of them and they need to work together. ,01502137e4276712d118bd4bdaf481c89aed163b, he tells her that micky needs both of them and they need to work together. 
